MSAID,BETA,FLUX_BETA,PIVOT_BETA,REDSHIFT,A,SIGMA,FLUX_LA,EW_LA
1747_1081,-1.4258935696850543,58039279432.358376,2000.0,7.838,-628349370298.2246,10.0,-7824919927915.2295,-133.43797871762075
1747_1081,-1.4251427760830864,61444248646.37032,2000.0,7.838,-520834645795.6426,10.0,-6486024482050.013,-104.5156250482035
1747_1081,-1.3026957536027326,59538344157.89815,2000.0,7.838,-465761814109.76685,10.0,-5800195039838.589,-102.51830333939385
1747_1081,-1.3558572053511169,61127652534.587944,2000.0,7.838,-602868942870.468,10.0,-7507608709386.244,-125.87123858458813
1747_1081,-1.2417099310690483,58406193537.28915,2000.0,7.838,-381100040887.5727,10.0,-4745890495688.942,-88.14526697721402
1747_1081,-1.3690266277563963,60987924589.21811,2000.0,7.838,-499478819543.5718,10.0,-6220077481358.96,-103.84066258989404
1747_1081,-1.38194085902202,57849599015.12253,2000.0,7.838,-321657826059.97815,10.0,-4005648532618.1367,-70.04805628749466
1747_1081,-1.4734964347926827,59349042434.48563,2000.0,7.838,-499734070732.44385,10.0,-6223256159032.309,-101.35249273061551
1747_1081,-1.4973302930651857,59133474453.785805,2000.0,7.838,-699401924573.5812,10.0,-8709747022775.908,-140.68574222843972
1747_1081,-1.5675675263769457,61363695913.37098,2000.0,7.838,-563894774917.3109,10.0,-7022258110012.155,-105.55019952587874
1747_1081,-1.451203201657699,60105606338.350296,2000.0,7.838,-409689314837.8014,10.0,-5101916601598.139,-82.95992120886982
1747_1081,-1.3289251913246205,60639925060.251366,2000.0,7.838,-385863076981.384,10.0,-4805205230149.732,-82.30728936261514
1747_1081,-1.494707513906151,59836986670.25759,2000.0,7.838,-368852636156.8699,10.0,-4593371903528.923,-73.4187257769891
1747_1081,-1.5517028481951016,57602645633.8377,2000.0,7.838,-438531272093.2151,10.0,-5461089406976.858,-88.13741558269516
1747_1081,-1.5141859356097636,59105648713.66112,2000.0,7.838,-370513489407.56635,10.0,-4614054734312.297,-73.94141604243212
1747_1081,-1.3540185027117944,58534499367.20327,2000.0,7.838,-454971534071.8145,10.0,-5665822219099.252,-99.29128627481325
1747_1081,-1.507857901243321,57734616361.86321,2000.0,7.838,-570530593423.7839,10.0,-7104894857853.066,-116.92931465886886
1747_1081,-1.512425213342882,59357287379.655525,2000.0,7.838,-579210855629.957,10.0,-7212991340363.068,-115.20093815779742
1747_1081,-1.487911700118337,59085375165.556854,2000.0,7.838,-618978867674.8073,10.0,-7708227787875.748,-125.19547861594515
1747_1081,-1.6156287480523046,61045213387.29041,2000.0,7.838,-594624077406.5605,10.0,-7404934281558.156,-109.23791196848114
1747_1081,-1.4235847683576215,59597740851.23211,2000.0,7.838,-510706138728.54474,10.0,-6359892809869.377,-105.74033850594994
1747_1081,-1.6223375745066093,59630563272.62636,2000.0,7.838,-681218500290.711,10.0,-8483306374062.856,-127.68789114277575
1747_1081,-1.3993891119488,58913383157.23062,2000.0,7.838,-482698620347.8014,10.0,-6011111384967.31,-102.32748699978612
1747_1081,-1.2408545864391711,60244309938.67533,2000.0,7.838,-274176379315.45935,10.0,-3414355636659.4873,-61.506048629190076
1747_1081,-1.583896220293877,59158848303.56596,2000.0,7.838,-588077658510.9452,10.0,-7323410839196.035,-113.2550265901798
1747_1081,-1.382949858407726,60806086930.3039,2000.0,7.838,-493249849095.63245,10.0,-6142507267569.55,-102.14193724456683
1747_1081,-1.448934831049941,57564087330.404594,2000.0,7.838,-271159817029.21432,10.0,-3376789977389.0195,-57.39747346628165
1747_1081,-1.381506399108502,60616788023.88419,2000.0,7.838,-535335995301.1748,10.0,-6666611754181.195,-111.28324221168752
1747_1081,-1.258522159112796,56267205955.37652,2000.0,7.838,-256456612892.90137,10.0,-3193688982164.284,-61.058029439151404
1747_1081,-1.3883191256950917,61514583380.18113,2000.0,7.838,-551877906739.312,10.0,-6872610420809.371,-112.66482183231342
1747_1081,-1.4002158100314892,59160474710.11426,2000.0,7.838,-616903577784.9025,10.0,-7682383921416.536,-130.17786097083533
1747_1081,-1.4350299760596303,59229891316.95105,2000.0,7.838,-312521302242.15204,10.0,-3891870162377.9497,-64.73867406741367
1747_1081,-1.4039591907178521,60326296998.03385,2000.0,7.838,-523823163373.8454,10.0,-6523240896767.68,-108.1982533954999
1747_1081,-1.393946241454106,60143550992.35123,2000.0,7.838,-524072111993.2997,10.0,-6526341087689.284,-109.12113662182443
1747_1081,-1.4545982716387242,60577815174.754745,2000.0,7.838,-474210240855.5567,10.0,-5905404443917.862,-95.11566124924124
1747_1081,-1.6015526630675159,59905728866.32787,2000.0,7.838,-719056309201.9105,10.0,-8954505740169.28,-135.55640814310416
1747_1081,-1.5026677747412738,59260008099.69604,2000.0,7.838,-597396608564.8674,10.0,-7439460988095.803,-119.59246667933876
1747_1081,-1.406071449517215,61510167626.854164,2000.0,7.838,-440670969884.5742,10.0,-5487735353768.173,-89.17705080191304
1747_1081,-1.3893356019957301,59292959002.386826,2000.0,7.838,-517468184783.6239,10.0,-6444101486492.634,-109.54288936419806
1747_1081,-1.347552503339991,59846351581.440605,2000.0,7.838,-506866694277.8756,10.0,-6312079687402.324,-108.54073925133002
1747_1081,-1.4464200178465494,57594573634.640564,2000.0,7.838,-441353116871.1998,10.0,-5496230222708.489,-93.49047493984023
1747_1081,-1.359452891601811,57219053049.738556,2000.0,7.838,-568606302589.1676,10.0,-7080931403108.538,-126.60036773181116
1747_1081,-1.462178895684291,60747031926.059586,2000.0,7.838,-494242209925.0209,10.0,-6154865271566.397,-98.48512771214278
1747_1081,-1.5138866434044282,58765219411.83495,2000.0,7.838,-696821254645.6691,10.0,-8677609590161.46,-139.8873545278286
1747_1081,-1.408136232631708,58082441691.86828,2000.0,7.838,-349537660755.1814,10.0,-4352839895267.1313,-74.83216402155529
1747_1081,-1.5981092151873661,59264044726.232544,2000.0,7.838,-467524510528.83954,10.0,-5822146137410.184,-89.24481943713768
1747_1081,-1.3535588652116066,60095902628.23681,2000.0,7.838,-542347567731.00934,10.0,-6753927816591.178,-115.31107548571791
1747_1081,-1.401175215822953,59501125689.68594,2000.0,7.838,-409202175905.6528,10.0,-5095850194408.1,-85.81374050443625
1747_1081,-1.4312345924143808,61649990416.73025,2000.0,7.838,-366230952824.4683,10.0,-4560723725425.943,-73.02434265583042
1747_1081,-1.5094453944480055,59577433468.50434,2000.0,7.838,-541372895844.7972,10.0,-6741790095402.757,-107.4366054212015
1747_1081,-1.5391085800339943,58273590015.187935,2000.0,7.838,-518135558724.82776,10.0,-6452412384694.725,-103.58490486261832
1747_1081,-1.3973326679169977,57614652945.65162,2000.0,7.838,-461224687839.4092,10.0,-5743693591048.182,-100.08163418590728
1747_1081,-1.2934527946376637,55597001018.04961,2000.0,7.838,-494418162653.5708,10.0,-6157056434758.538,-117.0780758496105
1747_1081,-1.5729787602334184,59884628169.62979,2000.0,7.838,-676616564235.1536,10.0,-8425997840227.561,-129.42850942690285
1747_1081,-1.4219306954915947,60882197824.11438,2000.0,7.838,-490125423817.67926,10.0,-6103598375834.471,-99.42003551393142
1747_1081,-1.3449336644221725,62340499626.12851,2000.0,7.838,-545966455264.3504,10.0,-6798994313853.813,-112.38246311413211
1747_1081,-1.3085846122906566,58895400929.66788,2000.0,7.838,-454881150638.19385,10.0,-5664696661942.162,-100.92011225030548
1747_1081,-1.5542543906305097,59623084474.16088,2000.0,7.838,-477519643236.5323,10.0,-5946616880604.3125,-92.60349424261796
1747_1081,-1.450559143690523,58426960027.2243,2000.0,7.838,-702592581917.8541,10.0,-8749480711415.561,-146.4057664709155
1747_1081,-1.5041173364099996,59295918115.82118,2000.0,7.838,-541325018065.42584,10.0,-6741193866922.842,-108.22378163035876
1747_1081,-1.456083388965022,58538116454.245995,2000.0,7.838,-505100923571.0746,10.0,-6290090305308.7,-104.76423960171331
1747_1081,-1.4368680417628157,60761917590.319046,2000.0,7.838,-589634993520.0286,10.0,-7342804543276.988,-118.95412967474948
1747_1081,-1.1876324614585703,58496151678.13224,2000.0,7.838,-599574043331.0415,10.0,-7466576878552.547,-142.24126926693893
1747_1081,-1.330258165866411,59634785258.5057,2000.0,7.838,-439664936010.4733,10.0,-5475207077491.118,-95.30105928868548
1747_1081,-1.5099767248258782,60385561065.3151,2000.0,7.838,-596643022754.4778,10.0,-7430076481794.294,-116.78959553763572
1747_1081,-1.313280468070474,59481026402.28128,2000.0,7.838,-589280623262.4248,10.0,-7338391522397.747,-129.148591496221
1747_1081,-1.4111868872778166,59692634959.085175,2000.0,7.838,-483946377499.08386,10.0,-6026649873998.716,-100.65982567257399
1747_1081,-1.3175004466408824,62723458196.25139,2000.0,7.838,-616442278479.1538,10.0,-7676639298598.545,-127.84862777291879
1747_1081,-1.4422429495725648,62540186426.14971,2000.0,7.838,-570617478598.8956,10.0,-7105976850722.493,-111.54539880726502
1747_1081,-1.5486601632593162,59588978340.04192,2000.0,7.838,-587979032155.0895,10.0,-7322182631810.412,-114.4078571071644
1747_1081,-1.4876127966684527,57177775757.90653,2000.0,7.838,-563634280820.6912,10.0,-7019014141697.561,-117.82232296438323
1747_1081,-1.108328225337264,57788697318.05821,2000.0,7.838,-412688810007.77716,10.0,-5139269721754.985,-103.09440101278923
1747_1081,-1.681776011412089,57738596249.871925,2000.0,7.838,-575498526169.3823,10.0,-7166761198107.572,-108.15852583287179
1747_1081,-1.491440707743322,62094512377.87446,2000.0,7.838,-528575576072.6016,10.0,-6582423336649.055,-101.55089880529098
1747_1081,-1.3759962044108256,62410211744.79011,2000.0,7.838,-537102341592.60565,10.0,-6688608304108.278,-108.73988638622042
1747_1081,-1.3971909126975264,61216379339.701675,2000.0,7.838,-370175750684.5121,10.0,-4609848828188.445,-75.60417256118367
1747_1081,-1.4055307254535125,60389643128.79051,2000.0,7.838,-539745113459.10913,10.0,-6721519100586.552,-111.28297531134669
1747_1081,-1.3953865218767583,59650466078.501945,2000.0,7.838,-551700162471.7288,10.0,-6870396947338.674,-115.74035137704328
1747_1081,-1.4368973424983722,60915103964.77545,2000.0,7.838,-450569511144.3324,10.0,-5611003230561.002,-90.66887388122464
1747_1081,-1.35327787617162,59452285685.29496,2000.0,7.838,-536949336026.2205,10.0,-6686702905038.775,-115.41538083605397
1747_817,-2.167826158677295,157733637145.21454,2000.0,7.556,-1023213728757.3734,10.0,-12742240553885.633,-55.26550776509459
1747_817,-2.123789667644305,158297867011.77768,2000.0,7.556,-1090201913809.1941,10.0,-13576454896606.697,-59.974024137465605
1747_817,-2.109278885315589,159141566873.08908,2000.0,7.556,-927099357359.1163,10.0,-11545313258422.707,-51.09880133441517
1747_817,-2.1833909788560346,157283426436.0841,2000.0,7.556,-986904327489.9354,10.0,-12290073902565.256,-53.044412662215464
1747_817,-2.1087027583571007,159281062646.9999,2000.0,7.556,-1039664605213.2742,10.0,-12947105890649.545,-57.269279123301416
1747_817,-2.1656639948040883,158080316625.3686,2000.0,7.556,-946298453390.0242,10.0,-11784402603265.723,-51.05400796055289
1747_817,-2.123207567631228,158310868818.56366,2000.0,7.556,-1053570670905.3508,10.0,-13120280301065.021,-57.97090543536065
1747_817,-2.1128756561619744,159947844929.78693,2000.0,7.556,-1116446523174.4773,10.0,-13903283120638.957,-61.11532026465147
1747_817,-2.1406119183645242,157997798828.18204,2000.0,7.556,-1073908325711.7424,10.0,-13373548296364.152,-58.69634808140569
1747_817,-2.177549978980185,158683933472.9477,2000.0,7.556,-1127001918609.959,10.0,-14034731110438.346,-60.21460902537124
1747_817,-2.1352416258733604,156330284331.96173,2000.0,7.556,-998413723817.8805,10.0,-12433402214646.043,-55.29975516693236
1747_817,-2.111051657160247,160429172859.88654,2000.0,7.556,-1102333979076.5425,10.0,-13727537402350.375,-60.2163875074735
1747_817,-2.130346726639034,160293165256.98727,2000.0,7.556,-1094700093659.7246,10.0,-13632471433620.629,-59.27806887226775
1747_817,-2.1308943647784155,160095108664.8831,2000.0,7.556,-1063609528974.5928,10.0,-13245295770276.857,-57.65004783187359
1747_817,-2.099085087541461,158410199551.50134,2000.0,7.556,-898743713514.2915,10.0,-11192195991935.422,-50.017772998075856
1747_817,-2.1614884022681844,158132338508.7884,2000.0,7.556,-1007828378472.1573,10.0,-12550644381130.893,-54.468826265892545
1747_817,-2.149073785430119,158524151713.19513,2000.0,7.556,-1131059836159.9207,10.0,-14085264992183.893,-61.355836868800225
1747_817,-2.11896512713657,157101923512.2513,2000.0,7.556,-1005026175857.1917,10.0,-12515748113814.4,-55.84317320147956
1747_817,-2.086608429821004,159607245955.77997,2000.0,7.556,-965100612277.9841,10.0,-12018548827802.527,-53.63998672990796
1747_817,-2.1583230702320892,158590145499.4659,2000.0,7.556,-1053448998242.9927,10.0,-13118765092375.938,-56.85958424811085
1747_817,-2.1534273516575086,157929351893.59213,2000.0,7.556,-960947415639.786,10.0,-11966828420673.334,-52.21092879351308
1747_817,-2.1222725496360484,157299486102.3469,2000.0,7.556,-966308798034.2172,10.0,-12033594553936.787,-53.53624332769766
1747_817,-2.105894363733525,157453379754.45294,2000.0,7.556,-1075987476586.4906,10.0,-13399440287303.363,-60.041967317601596
1747_817,-2.0851560272921836,159371809089.35254,2000.0,7.556,-951285361137.6509,10.0,-11846505345199.672,-52.9885393401088
1747_817,-2.112645343928394,157993502161.26004,2000.0,7.556,-938126888088.106,10.0,-11682640822855.213,-51.995134131516764
1747_817,-2.1342550214583453,159636885706.25955,2000.0,7.556,-1091471409999.716,10.0,-13592264131165.654,-59.23087827879064
1747_817,-2.1037705925549495,159461077704.49396,2000.0,7.556,-1137214897341.4685,10.0,-14161914931482.904,-62.72585926199022
1747_817,-2.19142673865793,157048858773.86926,2000.0,7.556,-1169038152456.0627,10.0,-14558214903308.227,-62.676452276932835
1747_817,-2.1457863964298594,157256497952.64374,2000.0,7.556,-971868427342.447,10.0,-12102829487015.654,-53.23230062941094
1747_817,-2.165305108193497,158308107516.908,2000.0,7.556,-1048523241305.6537,10.0,-13057423871044.041,-56.49785915344084
1747_817,-2.1400176694649766,157703022179.13068,2000.0,7.556,-1068565111358.2782,10.0,-13307008412555.613,-58.530783739359265
1747_817,-2.0945946998880203,157657812838.62183,2000.0,7.556,-969565806176.1365,10.0,-12074154585593.809,-54.33805578906094
1747_817,-2.162817745404624,156312878513.2098,2000.0,7.556,-986475147231.2289,10.0,-12284729253696.97,-53.899676275995255
1747_817,-2.1173131956258016,156935937404.19012,2000.0,7.556,-1045452805361.7275,10.0,-13019187252141.049,-58.19870712146812
1747_817,-2.148518299303192,157864461996.4408,2000.0,7.556,-1035701409649.0198,10.0,-12897751596602.736,-56.43337339508771
1747_817,-2.1078066456725306,158850381868.46417,2000.0,7.556,-999458409947.752,10.0,-12446411854368.428,-55.2284399185434
1747_817,-2.1311250752156163,158239169973.88464,2000.0,7.556,-925171020036.4247,10.0,-11521299372228.457,-50.72869242151319
1747_817,-2.126935781584115,158070603555.19043,2000.0,7.556,-1012636909129.987,10.0,-12610525765274.566,-55.699829997386246
1747_817,-2.1106301110628984,157436407582.44955,2000.0,7.556,-1002139226585.0813,10.0,-12479796483125.506,-55.79546001548351
1747_817,-2.1346377591525743,157564315039.98962,2000.0,7.556,-970255830200.8997,10.0,-12082747562666.324,-53.335296665974326
1747_817,-2.1403720282944647,158539506439.2626,2000.0,7.556,-991598791153.422,10.0,-12348534792592.861,-54.01883971847408
1747_817,-2.0881871349005925,158560774362.75467,2000.0,7.556,-1014517260184.2506,10.0,-12633942070964.95,-56.714106126249426
1747_817,-2.129750695521327,158756724682.3038,2000.0,7.556,-1021531203898.8176,10.0,-12721287808742.496,-55.867886909910325
1747_817,-2.1332809112472004,158317199601.36563,2000.0,7.556,-977070169210.7422,10.0,-12167607591845.748,-53.49057661657108
1747_817,-2.1591804094404696,156496768143.46945,2000.0,7.556,-1069448838448.6597,10.0,-13318013604191.676,-58.47034758662397
1747_817,-2.1172055186576872,161340702639.83105,2000.0,7.556,-1079649823350.8807,10.0,-13445048064204.75,-58.46467781261953
1747_817,-2.1524782294689584,156706440989.8299,2000.0,7.556,-988377595055.0836,10.0,-12308420733914.121,-54.14593548880913
1747_817,-2.091770144364916,158521429931.73123,2000.0,7.556,-1052502186631.6228,10.0,-13106974299336.113,-58.74729907477082
1747_817,-2.123658720569087,156374946734.4971,2000.0,7.556,-1056251110779.2688,10.0,-13153660237928.422,-58.82468676794295
1747_817,-2.093879461879165,159203283377.8683,2000.0,7.556,-966310606337.7969,10.0,-12033617073024.01,-53.64900098701345
1747_817,-2.1310563769398017,158405865807.48587,2000.0,7.556,-1052449843301.5883,10.0,-13106322459662.793,-57.64884920811177
1747_817,-2.1518185635012768,159274199575.46585,2000.0,7.556,-1066134054666.4633,10.0,-13276734083452.488,-57.482917009411
1747_817,-2.136169353397524,157488147996.85706,2000.0,7.556,-1007425262718.0573,10.0,-12545624317613.916,-55.3630747942357
1747_817,-2.162454008239462,159187040584.7016,2000.0,7.556,-1036874275632.4956,10.0,-12912357480084.256,-55.64059783289125
1747_817,-2.0750571755181624,158808774628.6101,2000.0,7.556,-1039145188489.1053,10.0,-12940637512967.486,-58.38044761717161
1747_817,-2.120584306304739,157339891273.201,2000.0,7.556,-964941874335.0598,10.0,-12016572039379.03,-53.49171385847987
1747_817,-2.1218998905521516,157184982205.12238,2000.0,7.556,-1059106207939.5676,10.0,-13189215209288.54,-58.73112003239446
1747_817,-2.1077180952025203,160298609080.5399,2000.0,7.556,-956494468495.1367,10.0,-11911375173618.324,-52.37911575278035
1747_817,-2.158928286422017,157344826061.04376,2000.0,7.556,-1065528602728.5424,10.0,-13269194295801.11,-57.94929831502429
1747_817,-2.0858707258185674,157792255172.16592,2000.0,7.556,-1130164125153.032,10.0,-14074110562961.76,-63.56001285879816
1747_817,-2.0754539030601253,155560933325.71664,2000.0,7.556,-1026091738730.7908,10.0,-12778080862090.156,-58.839039591494135
1747_817,-2.1054620838585074,158075551602.02966,2000.0,7.556,-897425995159.5896,10.0,-11175786239225.916,-49.891558262299995
1747_817,-2.1063232585296947,158298770838.08237,2000.0,7.556,-994414151629.4896,10.0,-12383594916811.018,-55.1819095478444
1747_817,-2.135676030605046,157861343765.55017,2000.0,7.556,-988644893540.879,10.0,-12311749443752.516,-54.21586769663001
1747_817,-2.1158327161808557,158188285637.4806,2000.0,7.556,-1017529336787.7052,10.0,-12671451931875.982,-56.2372351586517
1747_817,-2.147757786317398,159486275663.6919,2000.0,7.556,-1036146089668.9884,10.0,-12903289266421.56,-55.904644614881335
1747_817,-2.1756722806694953,157431692370.68054,2000.0,7.556,-1020925549915.1776,10.0,-12713745504984.186,-55.03233929358298
1747_817,-2.1194979763776867,157617818721.092,2000.0,7.556,-950931965297.0332,10.0,-11842104451539.494,-52.65058086196687
1747_817,-2.0824275151532112,158977971208.21115,2000.0,7.556,-947481541178.6709,10.0,-11799135780485.31,-52.979305473066965
1747_817,-2.150075038708667,159720294235.07465,2000.0,7.556,-1034947548693.9083,10.0,-12888363648255.057,-55.69388875336875
1747_817,-2.0900717674802407,157733416495.71082,2000.0,7.556,-1039222198281.2549,10.0,-12941596527950.377,-58.345144216494134
1747_817,-2.1382299885154263,157860556311.63867,2000.0,7.556,-979929376877.5735,10.0,-12203213751986.43,-53.669920218796804
1747_817,-2.1583850980711383,158813527677.46393,2000.0,7.556,-1073173177433.387,10.0,-13364393379906.027,-57.84093056633487
1747_817,-2.1292568534633904,157867363956.5195,2000.0,7.556,-1024586227038.7605,10.0,-12759332489587.537,-56.36449845890874
1747_817,-2.0869474889676147,160094267189.86203,2000.0,7.556,-1063922786562.6718,10.0,-13249196816002.152,-58.942657243133965
1747_817,-2.0867472120854074,156002568529.07526,2000.0,7.556,-892932915439.1277,10.0,-11119833214929.182,-50.772173746801776
1747_817,-2.09217993056452,157019383488.2482,2000.0,7.556,-943921457723.1968,10.0,-11754801504559.744,-53.17982299901074
1747_817,-2.1194701692918145,159800612639.05283,2000.0,7.556,-1032957693184.8226,10.0,-12863583666466.66,-56.411693684486096
1747_817,-2.163376245114888,156592336430.8593,2000.0,7.556,-1022234141224.2377,10.0,-12730041597167.209,-55.73832564292214
1747_817,-2.090761780250182,158503128317.25833,2000.0,7.556,-941002220698.3861,10.0,-11718447789437.957,-52.55616467871167
1747_817,-2.1425511979007577,160286710383.7514,2000.0,7.556,-1070308861515.1158,10.0,-13328723605911.438,-57.60859820409288
1747_817,-2.1211382901217073,157820850779.98114,2000.0,7.556,-1073448987904.6528,10.0,-13367828090830.418,-59.30912037243196
1747_817,-2.1687409925480194,159442248002.8846,2000.0,7.556,-1103413433108.2576,10.0,-13740980012190.72,-58.93173486768289
1747_817,-2.1584905703496897,157748825170.69092,2000.0,7.556,-1066024575661.2224,10.0,-13275370724282.09,-57.8403934431834
1747_817,-2.151211874028363,158259123136.5182,2000.0,7.556,-1123440091019.2378,10.0,-13990375114523.832,-60.97962121415068
1747_817,-2.1616293463162464,156309333155.49533,2000.0,7.556,-1060513232786.1079,10.0,-13206737109704.87,-57.98061820523479
1747_817,-2.146320941954305,157357308899.43146,2000.0,7.556,-1034090513118.5729,10.0,-12877690850229.346,-56.58905558365585
1747_817,-2.1589337040894203,158650238630.48074,2000.0,7.556,-1084113995123.5012,10.0,-13500641093306.969,-58.474778597333966
1747_817,-2.147081473571194,157544908024.35455,2000.0,7.556,-969243306150.8765,10.0,-12070138442353.152,-52.95717995390705
1747_817,-2.141598084690442,157384602537.0482,2000.0,7.556,-1064624663023.8484,10.0,-13257937393318.568,-58.3869802356312
1747_817,-2.15443665194879,158093839339.04312,2000.0,7.556,-1092808952315.407,10.0,-13608920754761.035,-59.28376410952953
1747_817,-2.112664926950843,157665599504.47675,2000.0,7.556,-1089032766774.5061,10.0,-13561895325775.93,-60.483945375874654
1747_817,-2.1054793016528195,157659357813.75586,2000.0,7.556,-995388764880.6782,10.0,-12395731928018.568,-55.483313359561194
1747_817,-2.157881799116473,158441685076.02036,2000.0,7.556,-1038692102288.3525,10.0,-12934995159664.967,-56.12794314065938
1747_817,-2.124403707249118,158345456302.90152,2000.0,7.556,-1016917872156.183,10.0,-12663837267211.045,-55.90863026213239
1747_817,-2.120740258195879,158022263161.1896,2000.0,7.556,-985857811722.5383,10.0,-12277041478080.684,-54.41097375531457
1747_817,-2.1032512747206056,157889556965.2879,2000.0,7.556,-1108783727526.666,10.0,-13807857128282.248,-61.78235675735058
1747_817,-2.1353400800648763,158793251623.61176,2000.0,7.556,-1040989383269.5203,10.0,-12963603558926.236,-56.76083297883076
1747_817,-2.0761703056074112,159056773797.3732,2000.0,7.556,-1051487135177.5896,10.0,-13094333704865.621,-58.949056076779655
1747_817,-2.1362531441383443,159202080634.4265,2000.0,7.556,-1026964504737.3231,10.0,-12788949553635.17,-55.82693977562194
1747_1425,-1.913313390058797,133744794908.93195,2000.0,7.553,-307178828431.1737,10.0,-3825346157940.215,-22.209781807332124
1747_1425,-1.7368643134622082,136891803273.09045,2000.0,7.553,-424954939750.299,10.0,-5292030555536.001,-32.77474196910508
1747_1425,-1.8847259885750738,132528471037.79932,2000.0,7.553,-319727488748.5153,10.0,-3981616594211.493,-23.663583898693236
1747_1425,-1.8391305534987767,135918389264.31548,2000.0,7.553,-488554110138.23413,10.0,-6084041005390.894,-36.06622962242472
1747_1425,-1.8411418508288846,136091409305.8653,2000.0,7.553,-281192407212.8419,10.0,-3501733176297.3916,-20.7111577899287
1747_1425,-1.8091548806676607,137846795031.33313,2000.0,7.553,-442295908035.07965,10.0,-5507980355012.535,-32.67853226479938
1747_1425,-1.8400201146002912,134476576652.23265,2000.0,7.553,-328735598344.80286,10.0,-4093795996712.808,-24.517381304753627
1747_1425,-1.8962865402574718,136497944477.23976,2000.0,7.553,-444599824825.6963,10.0,-5536671392374.096,-31.7653630109889
1747_1425,-1.891848388094018,135367608490.86012,2000.0,7.553,-513305751335.78784,10.0,-6392277077653.248,-37.06222011115732
1747_1425,-1.8281046868850905,135567108802.00612,2000.0,7.553,-448526562437.1477,10.0,-5585571672096.891,-33.37979328225023
1747_1425,-1.8579179454264105,135003201062.7128,2000.0,7.553,-509073857637.8769,10.0,-6339576641295.728,-37.48363171658829
1747_1425,-1.781030350382827,136176292821.55667,2000.0,7.553,-471778194949.5294,10.0,-5875127900797.094,-35.78182657616894
1747_1425,-1.8400729847526633,135900981576.8538,2000.0,7.553,-438124953897.2937,10.0,-5456038808560.876,-32.33240106366169
1747_1425,-1.8548574292821693,137672403055.42554,2000.0,7.553,-369415009109.1192,10.0,-4600383083034.144,-26.71370845538307
1747_1425,-1.884789557920363,135834466733.50858,2000.0,7.553,-488557801350.2926,10.0,-6084086972633.941,-35.277837832138786
1747_1425,-1.7910133210467356,138784795576.9788,2000.0,7.553,-427737318288.1448,10.0,-5326679952123.788,-31.67402955503351
1747_1425,-1.7862330447019024,138353408864.1153,2000.0,7.553,-488108069914.4502,10.0,-6078486396484.241,-36.34356889630545
1747_1425,-1.8230569290837575,137246710378.76973,2000.0,7.553,-496010077257.69135,10.0,-6176891334040.853,-36.55355042722876
1747_1425,-1.8382355584899432,136096694078.77522,2000.0,7.553,-352172553403.84717,10.0,-4385660076170.4214,-25.975726148076717
1747_1425,-1.8064414052013296,141598282172.762,2000.0,7.553,-419129408188.8404,10.0,-5219484296764.203,-30.187213846450508
1747_1425,-1.7330700290242214,136136064193.4868,2000.0,7.553,-292370994337.3327,10.0,-3640941876083.9785,-22.71721973230433
1747_1425,-1.7942615871311662,137462412835.10284,2000.0,7.553,-303467329327.51794,10.0,-3779126277133.719,-22.651337301079437
1747_1425,-1.8512017794508902,135371125182.38962,2000.0,7.553,-363172859991.1406,10.0,-4522648620448.615,-26.757414365443886
1747_1425,-1.830439177872542,135021923707.00584,2000.0,7.553,-556543889058.0756,10.0,-6930728392339.157,-41.537492632992574
1747_1425,-1.7895702603203416,136973968832.78058,2000.0,7.553,-384162654518.6415,10.0,-4784037825758.772,-28.84410879776663
1747_1425,-1.807572899468573,136779560250.40688,2000.0,7.553,-474103891681.461,10.0,-5904090167185.912,-35.3297526723352
1747_1425,-1.7989984578240408,134194538491.35736,2000.0,7.553,-310359152140.7943,10.0,-3864951228204.1294,-23.67399678005445
1747_1425,-1.8144126596859051,135469454186.7017,2000.0,7.553,-483334061259.8484,10.0,-6019034917493.572,-36.242296594491734
1747_1425,-1.8181201016037742,137465873693.2859,2000.0,7.553,-275682752826.9757,10.0,-3433120585565.82,-20.334005240321893
1747_1425,-1.9400475812368372,137928956216.85223,2000.0,7.553,-497384505538.95264,10.0,-6194007305124.99,-34.41022483048705
1747_1425,-1.84144055869451,134881459929.4569,2000.0,7.553,-313232470953.10126,10.0,-3900733118301.605,-23.27455812545709
1747_1425,-1.77259360924123,133437188921.70168,2000.0,7.553,-518249507696.65515,10.0,-6453842451469.605,-40.28208954908658
1747_1425,-1.7814802142315402,140059786145.84763,2000.0,7.553,-347554386906.2051,10.0,-4328149324017.652,-25.62348605164827
1747_1425,-1.8617352269796597,139284839848.00513,2000.0,7.553,-254187286066.49854,10.0,-3165434164580.1133,-18.106299913196896
1747_1425,-1.8422595371001285,136793087772.10938,2000.0,7.553,-550880586982.3374,10.0,-6860202402812.724,-40.34439422245886
1747_1425,-1.8468919109049318,135763003384.34128,2000.0,7.553,-565591234212.896,10.0,-7043396401408.365,-41.639903472788774
1747_1425,-1.8407258297433335,136158223976.85114,2000.0,7.553,-308274346274.3254,10.0,-3838988813567.4214,-22.699429384147184
1747_1425,-1.8126526249485937,136395685761.38623,2000.0,7.553,-298298486019.65845,10.0,-3714757860242.17,-22.235176532900518
2426_169,-1.6862966528758219,227088712162.73096,2000.0,8.23,1176938781469.0625,10.0,14656576258054.47,56.11304296471208
